age,gender,height,weight,workout_days,workout_minutes,daily_calories,protein_intake,sleep_hours,future_weight
25,1,1.721,72.8,1,64,2299.0,73.0,4.1,72.77
33,0,1.67,82.5,5,44,2223.0,179.0,5.1,83.44
18,1,1.743,63.1,1,66,2150.0,120.0,7.8,64.57
37,0,1.663,84.3,4,50,1579.0,119.0,7.0,83.65
26,0,1.612,50.0,4,72,2109.0,79.0,7.7,52.84
20,0,1.67,62.0,5,47,2133.0,110.0,7.5,64.0
26,1,1.789,84.6,5,57,2465.0,143.0,7.1,85.59
41,0,1.684,81.0,2,11,1437.0,102.0,8.2,79.76
25,1,1.804,61.7,2,28,2146.0,115.0,5.6,62.45
33,1,1.875,68.6,3,24,2045.0,117.0,8.2,69.31
23,1,1.748,77.2,0,85,2009.0,78.0,6.9,76.49
37,1,1.681,96.4,2,74,2290.0,153.0,7.2,96.99
36,1,1.755,89.3,0,59,2190.0,153.0,8.7,91.55
47,0,1.61,60.5,4,76,2174.0,91.0,5.5,62.88
28,1,1.784,58.0,3,35,2079.0,91.0,7.8,59.69
36,1,1.792,79.7,3,85,2797.0,133.0,6.0,83.3
31,0,1.572,62.5,6,57,1441.0,70.0,8.7,63.12
42,1,1.746,70.1,6,50,2023.0,118.0,9.1,70.67
24,1,1.789,64.8,6,75,2083.0,123.0,7.9,65.33
37,1,1.7,69.9,3,74,2502.0,116.0,8.2,73.34
28,0,1.496,45.0,1,27,1957.0,92.0,4.8,47.21
29,1,1.653,86.6,5,72,2441.0,167.0,6.4,88.12
31,1,1.746,91.7,6,52,2632.0,142.0,7.1,93.32
32,1,1.739,80.4,5,61,2156.0,133.0,7.5,81.2
29,0,1.713,73.5,4,47,2458.0,131.0,6.6,76.49
32,0,1.642,59.3,1,33,1586.0,45.0,6.6,60.1
44,0,1.572,59.0,1,28,1427.0,59.0,6.3,58.79
39,1,1.737,89.5,3,43,2027.0,142.0,7.1,89.85
38,1,1.737,81.2,1,64,1833.0,176.0,6.1,82.01
26,1,1.766,74.7,4,60,2513.0,119.0,5.0,76.45
22,1,1.763,86.4,4,59,2003.0,172.0,4.0,85.62
39,1,1.813,84.5,6,71,2245.0,102.0,7.7,84.08
38,1,1.752,77.8,1,54,2750.0,107.0,7.2,80.4
43,1,1.736,83.9,5,93,2644.0,119.0,7.1,85.79
25,0,1.611,70.2,4,63,1641.0,124.0,8.2,71.07
28,1,1.71,82.3,5,35,2525.0,164.0,5.4,84.02
18,0,1.651,67.5,0,28,1555.0,96.0,6.9,67.22
26,1,1.902,86.8,1,62,2682.0,122.0,8.7,88.97
39,1,1.696,59.2,3,51,1648.0,126.0,6.7,59.06
26,1,1.74,69.7,6,32,2711.0,176.0,6.9,73.08
36,1,1.733,55.9,3,52,1430.0,84.0,8.2,55.83
28,1,1.743,63.2,4,44,2462.0,105.0,6.8,66.43
33,1,1.737,60.3,4,46,2125.0,108.0,5.1,61.03
20,0,1.706,63.9,3,82,1434.0,114.0,6.9,62.27
31,0,1.655,83.9,0,69,1841.0,133.0,6.4,84.2
18,1,1.833,80.7,3,76,2451.0,73.0,5.7,81.14
28,0,1.653,70.1,1,89,2170.0,119.0,8.6,73.06
18,0,1.617,64.4,3,58,2039.0,149.0,7.3,65.95
41,0,1.63,78.3,2,60,1564.0,79.0,8.2,79.53
37,0,1.629,58.8,0,62,1644.0,55.0,5.4,59.17
34,1,1.743,72.6,6,77,2467.0,94.0,6.7,74.03
44,1,1.941,89.7,0,76,1616.0,154.0,8.1,88.75
21,1,1.798,95.5,3,43,2515.0,92.0,7.6,96.0
46,1,1.633,78.2,2,32,1605.0,155.0,8.5,78.97
38,1,1.712,76.2,1,33,2049.0,89.0,6.6,77.93
28,0,1.809,96.0,3,56,2661.0,181.0,7.2,98.25
40,0,1.562,63.4,1,30,1300.0,85.0,7.3,63.65
20,0,1.579,55.7,2,62,1795.0,75.0,7.4,56.93
23,0,1.547,66.2,6,12,2111.0,129.0,7.2,68.6
25,0,1.616,67.3,3,92,1811.0,124.0,6.6,67.9
25,0,1.645,64.9,3,28,1594.0,89.0,8.0,65.3
20,1,1.778,87.9,1,42,2752.0,143.0,7.8,91.07
41,1,1.814,76.8,3,43,2416.0,142.0,7.4,79.44
28,1,1.819,77.3,2,84,1851.0,71.0,6.3,76.07
33,0,1.6,72.8,3,55,1525.0,116.0,6.8,72.54
25,1,1.725,71.4,6,34,2414.0,123.0,5.4,73.68
18,0,1.697,76.5,6,54,2230.0,83.0,6.6,77.07
32,1,1.782,82.2,4,56,2246.0,135.0,7.1,83.22
18,1,1.769,64.7,2,63,1649.0,102.0,8.2,63.56
29,0,1.695,76.3,0,33,1553.0,137.0,6.4,76.35
18,1,1.725,87.3,1,73,2434.0,148.0,6.6,88.75
48,1,1.765,61.3,5,58,2303.0,137.0,8.1,63.79
38,1,1.931,93.7,5,84,2458.0,168.0,8.5,93.56
31,1,1.781,65.0,2,52,2381.0,81.0,6.9,67.23
41,0,1.599,71.8,5,53,1804.0,111.0,7.8,72.9
22,1,1.702,82.3,0,52,2500.0,152.0,6.2,84.9
35,0,1.651,61.6,0,80,1786.0,110.0,7.3,62.73
32,1,1.912,120.0,2,69,2529.0,217.0,7.1,121.03
32,0,1.56,68.2,0,40,1451.0,122.0,5.9,67.83
41,1,1.823,92.0,0,109,1898.0,148.0,7.4,91.42
37,0,1.604,74.2,5,42,1829.0,130.0,6.6,75.47
33,0,1.564,67.5,4,44,2439.0,110.0,9.0,71.46
18,1,1.815,68.3,3,74,2420.0,136.0,6.4,70.67
21,0,1.779,79.8,5,52,2269.0,144.0,5.2,80.01
29,0,1.607,66.6,5,33,1460.0,68.0,7.2,66.04
31,1,1.876,81.3,4,80,2361.0,145.0,7.9,82.92
20,1,1.829,87.9,3,95,2863.0,169.0,6.8,90.31
52,0,1.621,74.9,0,34,1836.0,90.0,7.6,76.11
44,0,1.583,59.5,3,79,1636.0,87.0,8.0,60.75
35,1,1.792,77.5,6,45,2076.0,135.0,6.7,77.67
31,1,1.901,75.3,6,13,2325.0,168.0,9.8,78.2
28,0,1.649,54.3,4,68,1628.0,87.0,6.8,55.63
21,0,1.563,66.1,1,18,1631.0,95.0,9.2,67.1
31,0,1.609,63.0,1,40,1300.0,108.0,8.2,62.72
32,1,1.702,71.0,3,49,2357.0,121.0,8.9,73.45
19,0,1.633,54.2,6,54,1698.0,87.0,7.9,55.05
33,1,1.849,81.3,1,77,2465.0,126.0,7.6,83.61
29,1,1.581,69.0,2,43,1927.0,111.0,6.3,69.99
18,0,1.625,65.2,1,83,1676.0,130.0,6.6,65.01
22,0,1.737,69.5,3,53,2024.0,90.0,6.1,69.82
26,1,1.702,69.5,0,33,2487.0,106.0,7.5,73.19
47,1,1.726,62.1,4,67,1580.0,117.0,8.4,61.41
35,0,1.747,78.3,1,91,1623.0,150.0,7.3,78.01
18,1,1.788,57.8,3,46,1524.0,84.0,7.8,57.74
34,0,1.511,45.0,6,34,1380.0,115.0,8.5,46.33
18,0,1.68,60.9,4,43,1300.0,68.0,6.5,59.45
40,1,1.761,69.0,2,20,1856.0,74.0,7.9,69.36
26,0,1.657,60.7,0,61,1300.0,96.0,8.5,60.69
29,0,1.527,53.2,5,24,1581.0,64.0,8.1,54.89
42,0,1.602,52.7,4,68,1392.0,79.0,8.8,53.51
18,0,1.608,71.5,5,50,1300.0,135.0,8.5,70.27
18,0,1.584,67.6,6,69,1515.0,153.0,6.1,66.58
25,1,1.765,77.4,4,50,2019.0,136.0,6.7,77.41
39,1,1.868,75.5,3,65,2443.0,132.0,7.7,77.75
18,0,1.587,55.2,2,35,1874.0,102.0,7.2,56.0
18,1,1.57,57.5,6,61,2153.0,72.0,4.7,58.5
26,1,1.778,57.5,1,42,1958.0,102.0,4.5,58.37
35,0,1.619,54.9,2,67,1689.0,88.0,4.9,55.5
41,0,1.649,73.8,0,52,1787.0,90.0,8.2,74.79
26,1,1.703,74.3,5,77,2315.0,101.0,7.5,74.91
26,0,1.551,72.9,1,50,1701.0,110.0,6.8,72.54
40,0,1.66,59.0,5,40,1855.0,120.0,6.5,60.62
18,1,1.774,74.7,2,58,2469.0,146.0,8.0,77.17
27,0,1.625,64.4,0,102,1300.0,94.0,7.8,64.35
32,1,1.785,72.9,4,77,1576.0,148.0,5.4,72.24
34,1,1.917,77.7,4,39,2548.0,99.0,6.1,79.34
25,1,1.667,73.4,5,55,2304.0,114.0,6.7,75.26
30,1,1.74,77.8,5,42,2367.0,178.0,6.5,78.72
18,1,1.583,55.4,4,38,1918.0,118.0,6.8,56.36
24,0,1.566,70.5,6,55,2613.0,104.0,6.4,74.49
34,0,1.579,78.1,5,50,2143.0,152.0,6.2,80.03
21,0,1.639,73.2,4,34,2154.0,107.0,7.5,75.72
31,0,1.641,70.2,6,42,1659.0,116.0,7.5,70.97
34,1,1.822,93.7,5,56,2382.0,154.0,4.9,94.59
27,1,1.938,117.0,1,43,2511.0,124.0,6.4,117.27
32,0,1.552,63.0,5,55,2070.0,116.0,5.0,64.78
21,1,1.723,66.3,4,41,2301.0,143.0,8.8,69.13
28,1,1.658,69.2,1,64,2060.0,103.0,7.1,69.99
35,0,1.555,64.1,1,41,2092.0,87.0,6.7,67.8
31,1,1.694,55.8,2,68,1806.0,78.0,7.6,56.29
25,0,1.594,56.5,4,49,1511.0,54.0,8.3,56.81
32,1,1.677,81.4,6,12,1930.0,71.0,5.0,81.06
36,1,1.755,55.7,3,50,2013.0,129.0,6.2,57.42
18,1,1.819,62.6,5,65,1888.0,99.0,7.1,62.69
40,0,1.675,66.3,4,44,1746.0,90.0,5.8,66.38
27,1,1.694,72.0,3,51,2371.0,95.0,6.4,73.18
34,1,1.842,62.9,4,67,2319.0,105.0,5.1,63.65
41,0,1.641,66.4,1,85,1621.0,97.0,6.1,66.9
18,0,1.712,85.5,4,78,2954.0,152.0,6.2,89.44
24,1,1.757,75.5,4,57,2459.0,91.0,8.9,77.86
27,1,1.761,86.4,6,66,2019.0,161.0,7.8,86.0
23,1,1.773,69.0,4,57,2240.0,129.0,5.6,70.01
46,0,1.661,59.3,4,25,1905.0,95.0,6.5,61.83
22,0,1.645,72.5,2,80,2015.0,136.0,7.4,74.46
25,1,1.734,78.9,5,81,3083.0,170.0,6.2,81.85
32,0,1.692,57.2,2,21,1300.0,86.0,6.4,56.75
19,1,1.717,61.8,1,47,1906.0,94.0,8.9,63.19
26,1,1.815,98.2,1,86,2587.0,162.0,5.7,99.16
33,1,1.715,62.7,3,59,1603.0,117.0,9.4,63.25
27,1,1.819,91.5,1,35,2111.0,165.0,5.7,91.46
29,1,1.761,67.9,2,79,2342.0,124.0,4.8,69.72
25,1,1.724,71.0,1,57,1450.0,128.0,8.9,69.51
18,0,1.561,63.4,3,81,1445.0,108.0,7.4,62.48
33,1,1.709,49.0,3,57,1997.0,96.0,6.9,51.17
46,0,1.64,49.4,2,12,1300.0,93.0,7.5,50.33
30,1,1.775,79.6,6,91,2096.0,134.0,5.5,77.54
32,1,1.718,62.9,1,33,1847.0,126.0,6.5,63.54
36,1,1.797,91.0,5,46,2542.0,106.0,8.1,91.43
19,1,1.798,60.9,3,79,1532.0,103.0,6.3,60.23
45,1,1.841,91.3,6,101,2591.0,168.0,6.3,91.66
32,1,1.828,62.4,6,54,2303.0,111.0,8.4,64.1
45,1,1.794,73.3,1,62,2072.0,159.0,7.0,74.36
23,1,1.681,58.9,1,31,1629.0,89.0,7.5,58.75
46,0,1.622,84.8,5,49,2079.0,184.0,5.5,85.95
37,0,1.611,49.4,6,77,1530.0,83.0,7.1,50.46
35,1,1.826,79.0,2,61,2269.0,119.0,8.6,80.5
32,1,1.79,58.3,2,90,1953.0,99.0,5.1,58.31
28,1,1.678,88.3,1,27,1603.0,131.0,6.0,87.03
41,0,1.629,70.6,4,26,1866.0,89.0,8.4,71.31
31,1,1.754,77.6,4,41,2519.0,138.0,7.5,79.75
18,1,1.851,99.7,0,42,2593.0,152.0,6.2,100.93
20,1,1.71,71.8,0,74,2094.0,93.0,7.0,72.27
28,0,1.645,67.3,0,47,1555.0,49.0,6.8,67.43
33,1,1.596,66.0,2,31,1907.0,70.0,4.6,66.32
29,0,1.558,63.4,1,63,1696.0,65.0,7.2,64.63
41,1,1.685,66.2,5,40,1953.0,113.0,5.4,67.03
18,0,1.614,59.7,5,33,2089.0,128.0,7.4,62.83
31,0,1.64,72.3,3,76,1767.0,99.0,5.3,71.76
18,1,1.753,78.7,1,81,2260.0,138.0,8.0,80.63
37,0,1.63,66.6,1,75,1697.0,79.0,7.0,67.11
29,1,1.877,66.0,0,38,2159.0,93.0,5.8,67.04
34,0,1.572,68.2,1,43,1426.0,98.0,5.8,68.04
22,0,1.658,56.2,5,66,2104.0,100.0,6.3,58.6
42,1,1.783,89.5,0,70,2362.0,128.0,7.0,91.29
39,0,1.64,63.6,1,50,1351.0,100.0,6.8,63.77
35,1,1.728,55.7,3,79,1879.0,108.0,7.4,57.33
29,1,1.835,97.5,4,14,3061.0,176.0,7.3,101.11
35,1,1.838,79.6,4,44,2060.0,137.0,8.1,79.98
24,0,1.776,91.5,2,99,2326.0,149.0,9.4,92.98
38,1,1.714,66.5,3,55,2582.0,90.0,6.8,69.36
45,1,1.748,78.8,5,45,2599.0,120.0,6.9,81.59
40,0,1.746,53.1,1,64,1711.0,84.0,7.5,54.4
23,1,1.664,59.4,3,36,1564.0,102.0,6.2,58.66
33,1,1.872,68.9,1,8,2317.0,78.0,5.6,70.48
18,1,1.759,73.1,3,115,2766.0,63.0,6.2,75.04
35,1,1.78,81.6,3,38,2260.0,130.0,7.1,82.17
34,1,1.72,63.5,4,59,2126.0,85.0,7.4,64.4
18,1,1.667,75.5,3,58,2468.0,159.0,9.3,78.55
20,0,1.599,51.1,2,65,1583.0,95.0,5.3,51.57
27,0,1.567,64.8,1,39,1300.0,113.0,7.4,64.0
27,1,1.807,91.7,0,3,1327.0,95.0,6.7,88.32
19,1,1.771,85.1,3,42,2600.0,163.0,8.3,87.26
34,1,1.784,76.4,0,56,1908.0,98.0,5.7,76.15
32,0,1.643,47.1,4,57,1300.0,95.0,7.9,47.62
28,1,1.795,78.6,0,86,1982.0,142.0,6.5,79.77
23,1,1.864,81.1,2,49,2020.0,83.0,8.1,81.07
39,0,1.688,54.9,2,59,1432.0,69.0,7.0,55.7
45,1,1.817,73.0,4,39,2356.0,159.0,8.0,75.3
26,1,1.781,93.9,5,43,2908.0,107.0,7.5,96.68
24,0,1.607,51.5,2,95,1578.0,93.0,6.0,51.81
34,0,1.616,67.8,1,41,1300.0,79.0,4.8,66.8
27,1,1.792,79.6,5,47,2538.0,167.0,8.7,82.49
29,0,1.674,60.8,2,77,2340.0,92.0,6.8,63.62
37,1,1.791,85.3,5,93,3040.0,141.0,8.5,89.35
18,0,1.612,81.2,3,71,1880.0,163.0,7.0,81.43
42,1,1.811,79.7,6,71,2568.0,184.0,8.2,81.48
31,0,1.697,66.5,2,30,1485.0,103.0,6.0,66.56
26,0,1.624,69.8,5,65,1743.0,133.0,7.3,70.35
29,0,1.599,71.9,1,49,2020.0,110.0,9.8,74.58
30,0,1.711,72.7,4,64,1557.0,166.0,6.0,72.19
18,1,1.704,65.8,2,49,2102.0,139.0,7.8,67.16
43,1,1.869,64.4,1,44,2323.0,102.0,7.0,66.99
30,1,1.815,68.2,3,26,1769.0,127.0,7.5,67.54
34,0,1.52,46.6,6,53,1300.0,106.0,7.2,47.89
39,0,1.698,79.4,0,58,2359.0,101.0,5.1,81.35
21,1,1.619,58.2,0,13,1870.0,84.0,7.6,58.83
34,0,1.511,51.6,4,43,1300.0,108.0,7.5,52.3
28,0,1.662,68.9,4,50,1901.0,83.0,8.9,69.79
38,0,1.662,59.1,0,66,1429.0,102.0,5.8,59.53
18,0,1.592,78.6,0,43,2093.0,133.0,7.4,80.93
29,1,1.806,96.9,4,68,2859.0,133.0,5.8,98.12
25,1,1.776,95.0,0,61,2304.0,179.0,8.2,96.43
34,1,1.854,96.9,2,72,2623.0,165.0,7.9,99.64
34,1,1.718,71.4,5,44,2126.0,106.0,6.8,72.09
24,0,1.627,73.6,6,49,2093.0,92.0,5.6,74.12
24,0,1.631,56.9,6,66,1790.0,94.0,7.1,57.63
29,0,1.66,56.5,1,35,1300.0,69.0,7.7,56.38
22,0,1.628,59.8,5,54,1855.0,94.0,8.3,60.95
38,1,1.75,79.2,4,75,2222.0,119.0,5.7,79.3
27,1,1.838,74.4,1,42,1897.0,146.0,6.0,74.61
18,1,1.792,77.0,3,62,2603.0,89.0,5.9,79.6
27,1,1.678,48.8,3,55,2423.0,64.0,6.8,51.89
21,1,1.75,79.4,2,84,2448.0,113.0,6.4,80.53
18,1,1.901,64.9,3,57,2480.0,165.0,8.0,67.19
19,1,1.768,65.0,4,66,1973.0,74.0,7.7,64.29
31,1,1.737,85.3,2,52,2021.0,73.0,7.9,85.38
42,0,1.6,73.6,5,45,1938.0,158.0,8.5,75.96
33,1,1.813,83.6,2,60,2802.0,116.0,5.5,85.92
25,1,1.728,75.1,6,44,2587.0,109.0,7.0,76.51
34,1,1.795,76.0,4,76,2307.0,136.0,7.2,77.64
26,0,1.635,56.0,0,79,1533.0,98.0,6.2,55.65
24,1,1.81,70.5,6,56,2791.0,144.0,7.0,73.34
20,1,1.772,60.2,1,46,1429.0,105.0,7.6,59.88
18,0,1.667,72.1,4,60,2092.0,103.0,6.5,73.38
26,0,1.657,62.6,6,30,1677.0,126.0,7.1,62.24
31,0,1.663,55.6,0,40,1300.0,91.0,6.7,54.64
29,1,1.826,101.5,0,33,2269.0,200.0,7.8,102.09
26,1,1.754,82.7,3,40,1488.0,176.0,8.1,80.68
21,1,1.78,85.0,5,43,2315.0,116.0,7.7,85.03
35,0,1.66,61.6,6,29,2182.0,147.0,8.7,64.45
18,1,1.823,78.3,6,50,2270.0,123.0,4.3,78.22
37,1,1.717,73.1,2,51,1930.0,79.0,6.6,73.81
21,1,1.751,80.5,2,66,2155.0,174.0,5.9,80.22
23,1,1.815,97.6,3,57,2868.0,183.0,8.8,101.63
18,1,1.842,79.9,3,83,1823.0,73.0,5.7,78.3
25,0,1.476,48.2,2,67,1300.0,70.0,8.7,49.67
39,0,1.604,70.4,4,102,2015.0,100.0,6.8,71.2
35,1,1.782,61.8,4,32,1536.0,92.0,6.3,60.16
39,1,1.687,79.2,4,75,1906.0,182.0,7.4,79.89
35,0,1.612,45.0,4,24,1634.0,76.0,9.2,47.32
20,1,1.733,78.1,3,76,2614.0,113.0,6.1,80.2
27,1,1.79,71.3,1,63,2459.0,135.0,7.4,73.71
23,1,1.757,81.7,1,50,2263.0,112.0,7.5,82.83
42,0,1.616,70.1,2,59,1626.0,170.0,6.0,71.19
19,0,1.655,64.4,1,45,1873.0,104.0,6.4,65.18
38,0,1.731,59.1,4,43,1853.0,121.0,6.5,59.72
38,1,1.679,52.2,3,64,2043.0,123.0,7.2,54.45
46,1,1.682,58.1,4,23,2154.0,83.0,5.5,60.76
26,0,1.591,49.4,0,62,1300.0,88.0,7.1,48.76
36,1,1.872,103.0,3,52,2313.0,144.0,5.8,102.75
51,0,1.583,62.8,0,48,1353.0,99.0,6.9,62.02
24,0,1.651,54.9,0,45,2103.0,46.0,5.8,57.67
18,1,1.835,95.8,6,60,2825.0,144.0,8.6,97.12
18,0,1.599,53.4,2,76,1386.0,112.0,7.4,53.38
36,1,1.738,75.3,0,100,1928.0,135.0,6.2,75.88
18,0,1.685,58.2,6,77,1864.0,99.0,9.0,59.26
27,1,1.605,45.6,1,72,1570.0,73.0,5.4,45.91
34,1,1.742,60.6,1,39,2050.0,110.0,7.1,63.03
32,0,1.547,52.6,0,43,1485.0,93.0,7.6,53.54
34,0,1.746,83.4,2,55,2386.0,143.0,6.8,85.72
32,1,1.809,85.1,0,64,1446.0,158.0,6.9,82.76
42,0,1.625,62.2,6,46,1801.0,108.0,6.3,62.46
21,1,1.767,54.4,3,79,2081.0,63.0,6.1,54.8
24,1,1.81,93.5,3,42,2053.0,118.0,8.1,93.37
23,1,1.714,73.7,3,30,2168.0,108.0,7.2,74.76
37,1,1.772,73.8,3,76,1749.0,70.0,7.4,73.63
38,1,1.731,84.7,0,60,1622.0,94.0,7.8,83.85
34,1,1.809,93.2,4,49,2757.0,120.0,6.4,95.94
41,1,1.776,87.8,4,28,2267.0,104.0,6.3,88.68
19,1,1.764,73.7,5,75,1814.0,83.0,6.3,71.79
45,1,1.869,70.5,3,103,2761.0,157.0,7.2,73.25
44,0,1.619,74.6,6,65,2140.0,154.0,9.2,76.07
37,1,1.712,53.3,6,42,1648.0,93.0,7.1,53.0
46,0,1.559,75.3,5,60,1572.0,132.0,4.0,75.04
18,0,1.756,74.5,5,66,1855.0,116.0,7.4,74.1
25,0,1.648,54.5,2,65,1300.0,80.0,7.5,53.51
23,0,1.58,50.4,2,39,1976.0,98.0,8.2,53.2
36,0,1.679,53.6,0,45,2017.0,85.0,8.5,56.57
21,1,1.617,66.3,4,40,2507.0,88.0,9.8,69.53
37,1,1.722,72.5,6,62,1716.0,156.0,7.0,72.05
42,0,1.582,48.6,6,54,1734.0,98.0,7.4,50.4
36,0,1.729,66.2,0,78,2129.0,120.0,7.5,69.63
33,0,1.615,51.2,1,60,1300.0,83.0,6.7,50.84
21,1,1.699,74.3,6,69,2390.0,132.0,6.8,75.09
22,0,1.703,69.5,6,50,2491.0,119.0,6.3,72.02
41,1,1.787,72.6,3,19,1936.0,131.0,6.7,73.64
37,1,1.76,59.3,1,82,2010.0,67.0,7.0,60.77
30,1,1.781,72.3,1,58,1899.0,125.0,7.6,72.48
26,0,1.661,60.6,5,63,1592.0,72.0,7.6,60.02
18,0,1.654,66.0,6,71,2136.0,103.0,5.9,66.4
20,1,1.796,83.2,2,60,2102.0,173.0,5.6,82.62
47,0,1.579,66.8,6,18,1679.0,93.0,6.6,68.59
18,1,1.789,71.3,4,48,1814.0,105.0,8.8,70.57
32,1,1.73,53.6,5,45,2088.0,86.0,7.5,54.87
39,1,1.66,79.5,5,46,2200.0,112.0,7.3,81.11
19,1,1.696,63.6,3,51,2406.0,99.0,7.9,66.12
32,1,1.792,64.6,0,56,2246.0,100.0,5.7,66.84
38,1,1.835,80.6,3,94,2589.0,170.0,7.9,83.68
30,0,1.656,67.0,0,65,1827.0,125.0,6.5,68.86
56,0,1.589,52.8,0,69,1662.0,90.0,5.3,54.18
18,1,1.81,68.7,4,46,2452.0,112.0,6.9,69.21
40,1,1.795,71.4,1,85,2371.0,92.0,8.3,73.05
28,1,1.714,82.3,0,58,2162.0,140.0,7.3,83.66
37,1,1.772,78.3,4,55,2491.0,141.0,7.0,81.0
34,1,1.701,60.3,1,19,2392.0,104.0,6.3,62.77
23,1,1.761,63.2,5,69,1792.0,101.0,6.9,62.71
32,0,1.646,65.4,5,74,2469.0,116.0,9.5,69.1
18,0,1.631,64.4,1,73,2358.0,105.0,8.0,68.6
35,1,1.668,70.6,3,27,1944.0,100.0,7.1,71.17
33,1,1.794,75.2,3,74,2411.0,151.0,6.1,77.25
36,1,1.864,74.7,6,49,2159.0,88.0,4.9,74.32
40,0,1.623,57.7,3,30,1456.0,82.0,5.7,57.87
33,1,1.818,89.2,6,98,3315.0,124.0,6.7,92.15
31,1,1.801,66.6,6,85,2103.0,109.0,6.0,66.57
22,0,1.575,58.7,2,68,1814.0,83.0,5.4,58.6
24,1,1.684,75.0,1,65,1752.0,100.0,6.9,73.91
41,1,1.663,77.0,2,86,1913.0,143.0,5.5,76.69
43,1,1.76,70.7,3,45,1721.0,121.0,7.5,70.98
28,1,1.609,62.3,4,105,2182.0,87.0,8.0,63.68
30,1,1.846,65.0,3,56,2307.0,118.0,8.9,66.07
22,1,1.845,89.4,0,75,2622.0,148.0,5.9,91.37
41,1,1.73,86.5,4,66,2319.0,84.0,6.4,86.44
36,1,1.734,104.7,6,35,3219.0,158.0,5.9,108.7
47,0,1.671,72.1,6,55,1796.0,142.0,8.1,73.47
22,1,1.764,76.4,4,85,2548.0,137.0,6.1,77.18
27,1,1.769,65.6,6,40,2648.0,130.0,6.6,68.76
32,0,1.708,52.0,1,82,1381.0,66.0,7.1,52.64
36,0,1.691,73.2,2,68,2247.0,126.0,6.0,74.78
28,0,1.616,87.3,0,29,1300.0,77.0,8.5,85.94
22,1,1.791,91.0,4,55,3112.0,142.0,5.7,94.26
38,1,1.718,81.8,2,54,1985.0,178.0,7.3,82.28
36,0,1.681,71.3,2,35,2155.0,135.0,6.0,73.67
22,0,1.542,62.8,0,61,1484.0,98.0,6.5,62.67
42,1,1.754,59.0,0,28,2123.0,77.0,7.1,60.39
41,0,1.62,67.2,3,73,1545.0,139.0,6.1,67.6
31,1,1.709,64.3,6,37,2880.0,114.0,4.0,67.56
31,0,1.692,62.7,6,49,1860.0,103.0,8.3,63.35
35,0,1.709,67.7,3,55,2485.0,142.0,5.0,71.08
22,0,1.563,58.0,4,85,1813.0,100.0,6.5,59.1
30,0,1.583,55.3,4,30,1619.0,102.0,7.1,57.13
18,0,1.697,67.7,4,45,2106.0,80.0,7.1,69.38
38,1,1.721,63.2,3,58,2397.0,93.0,7.2,65.64
18,1,1.921,91.4,4,54,2903.0,172.0,6.8,93.97
44,1,1.707,56.2,4,57,1937.0,95.0,7.2,57.0
27,1,1.83,78.6,3,51,2253.0,124.0,7.5,80.32
28,0,1.737,57.0,3,61,1637.0,73.0,8.6,57.32
24,1,1.684,59.4,4,16,2019.0,119.0,6.5,59.93
27,1,1.767,78.8,4,83,2371.0,120.0,8.5,79.84
43,0,1.608,46.0,2,54,1308.0,79.0,6.8,46.11
18,0,1.725,63.0,1,109,2183.0,128.0,7.7,65.92
41,1,1.869,94.4,3,48,2097.0,208.0,7.4,94.17
33,1,1.966,70.1,1,76,2616.0,89.0,6.0,72.07
19,1,1.778,96.9,6,40,2967.0,153.0,5.5,99.1
20,0,1.626,74.9,3,56,2478.0,137.0,7.6,78.16
45,1,1.792,72.5,5,35,1406.0,107.0,5.8,71.29
21,0,1.692,62.4,6,49,1809.0,133.0,6.0,63.13
20,1,1.825,79.9,6,40,2223.0,156.0,6.7,79.85
40,1,1.669,52.1,2,65,1560.0,95.0,8.3,52.97
33,0,1.667,51.9,6,88,2232.0,92.0,8.6,54.77
22,1,1.82,70.3,1,64,1856.0,110.0,5.6,70.65
32,1,1.642,63.7,2,112,1878.0,113.0,4.1,63.49
21,1,1.71,69.1,0,69,1739.0,108.0,6.9,69.35
40,1,1.817,70.8,6,36,2054.0,87.0,6.3,71.65
40,1,1.842,93.0,1,104,2922.0,187.0,8.9,96.86
35,1,1.671,54.8,1,73,1887.0,88.0,7.9,56.27
33,1,1.81,64.3,5,27,1894.0,112.0,6.2,64.26
46,1,1.624,66.9,1,55,1530.0,132.0,5.6,66.89
30,0,1.702,58.0,0,71,1902.0,85.0,7.6,61.17
19,0,1.635,50.2,6,66,1525.0,76.0,6.4,50.19
34,1,1.721,70.6,0,71,1717.0,98.0,6.2,70.52
49,0,1.722,63.2,6,75,1879.0,140.0,7.4,64.2
21,1,1.77,78.2,2,43,2559.0,97.0,5.9,80.63
27,1,1.718,62.3,0,65,1874.0,52.0,7.4,63.03
34,1,1.804,70.4,3,59,1886.0,100.0,7.6,71.61
30,1,1.698,52.7,4,50,1606.0,99.0,5.6,53.11
21,1,1.706,68.9,1,72,1870.0,135.0,7.5,69.46
40,1,1.619,49.0,6,59,1980.0,95.0,7.1,50.93
51,0,1.648,67.4,2,77,1724.0,98.0,4.9,67.95
32,0,1.645,57.1,2,61,1716.0,63.0,7.3,57.65
22,1,1.677,70.9,6,49,1782.0,111.0,6.3,70.44
18,0,1.622,60.9,2,58,1546.0,57.0,6.7,60.54
32,0,1.584,66.0,2,69,1839.0,130.0,7.8,68.8
